Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR801657,2013-04-15 00:00:00,2013-04-15 00:00:00,81741,130315468,0,1594,512,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR801/SRR801657/SRR801657.sra,SRX255779,PacBio RS CCS,WGS,unspecified,GENOMIC,SINGLE,0,0,PACBIO_SMRT,PacBio RS,SRP020003,PRJNA194437,0,194437,SRS000462,SAMN00000224,511145,Escherichia coli str. K-12 substr. MG1655,Escherichia coli str. K-12 substr. MG1655 Sample,,,,,,,no,,,,,NBACC,SRA071585,,public,09C818A1CDE97854B831747344745F2F,D4D945F7807DAB9B4D2B4A9EF2606C0D
SRR801658,2013-04-15 00:00:00,2013-04-15 00:00:00,81741,254707983,0,3116,940,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR801/SRR801658/SRR801658.sra,SRX255779,PacBio RS CCS,WGS,unspecified,GENOMIC,SINGLE,0,0,PACBIO_SMRT,PacBio RS,SRP020003,PRJNA194437,0,194437,SRS000462,SAMN00000224,511145,Escherichia coli str. K-12 substr. MG1655,Escherichia coli str. K-12 substr. MG1655 Sample,,,,,,,no,,,,,NBACC,SRA071585,,public,5ED517D840563E6289CDADCAE4D0786C,A5F72CE035161D4FAF2526D35AD9A94F
SRR801659,2013-04-15 00:00:00,2013-04-15 00:00:00,81741,157584309,0,1927,605,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR801/SRR801659/SRR801659.sra,SRX255779,PacBio RS CCS,WGS,unspecified,GENOMIC,SINGLE,0,0,PACBIO_SMRT,PacBio RS,SRP020003,PRJNA194437,0,194437,SRS000462,SAMN00000224,511145,Escherichia coli str. K-12 substr. MG1655,Escherichia coli str. K-12 substr. MG1655 Sample,,,,,,,no,,,,,NBACC,SRA071585,,public,337BFD2B04888F91D6927F550DB413FB,FB5B73C0301C0FC0836F66F63AFD0E3B
SRR801660,2013-04-15 00:00:00,2013-04-15 00:00:00,81741,266091630,0,3255,985,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR801/SRR801660/SRR801660.sra,SRX255779,PacBio RS CCS,WGS,unspecified,GENOMIC,SINGLE,0,0,PACBIO_SMRT,PacBio RS,SRP020003,PRJNA194437,0,194437,SRS000462,SAMN00000224,511145,Escherichia coli str. K-12 substr. MG1655,Escherichia coli str. K-12 substr. MG1655 Sample,,,,,,,no,,,,,NBACC,SRA071585,,public,3E83026908877B69F2978F3D7D152CB0,03492D91770D1541DD4D726CFE4E4205
SRR801661,2013-04-15 00:00:00,2013-04-15 00:00:00,81741,161909094,0,1980,623,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR801/SRR801661/SRR801661.sra,SRX255779,PacBio RS CCS,WGS,unspecified,GENOMIC,SINGLE,0,0,PACBIO_SMRT,PacBio RS,SRP020003,PRJNA194437,0,194437,SRS000462,SAMN00000224,511145,Escherichia coli str. K-12 substr. MG1655,Escherichia coli str. K-12 substr. MG1655 Sample,,,,,,,no,,,,,NBACC,SRA071585,,public,53671EEFF9F9A47210F4D65B89885115,9E04E012251661836877FEEE70595C46
SRR801662,2013-04-15 00:00:00,2013-04-15 00:00:00,81741,263300892,0,3221,971,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR801/SRR801662/SRR801662.sra,SRX255779,PacBio RS CCS,WGS,unspecified,GENOMIC,SINGLE,0,0,PACBIO_SMRT,PacBio RS,SRP020003,PRJNA194437,0,194437,SRS000462,SAMN00000224,511145,Escherichia coli str. K-12 substr. MG1655,Escherichia coli str. K-12 substr. MG1655 Sample,,,,,,,no,,,,,NBACC,SRA071585,,public,5DDE3FD49D2590ABF2F9F262D1B00D1F,FE2A96FFB7B3A499904A299AE5301666
SRR801663,2013-04-15 00:00:00,2013-04-15 00:00:00,81741,159835496,0,1955,614,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR801/SRR801663/SRR801663.sra,SRX255779,PacBio RS CCS,WGS,unspecified,GENOMIC,SINGLE,0,0,PACBIO_SMRT,PacBio RS,SRP020003,PRJNA194437,0,194437,SRS000462,SAMN00000224,511145,Escherichia coli str. K-12 substr. MG1655,Escherichia coli str. K-12 substr. MG1655 Sample,,,,,,,no,,,,,NBACC,SRA071585,,public,43709ACE9F90CB49987367021124CF84,06FD21F0239A5DF84EC835BDCBABB3C6
SRR801664,2013-04-15 00:00:00,2013-04-15 00:00:00,81741,172989604,0,2116,654,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR801/SRR801664/SRR801664.sra,SRX255779,PacBio RS CCS,WGS,unspecified,GENOMIC,SINGLE,0,0,PACBIO_SMRT,PacBio RS,SRP020003,PRJNA194437,0,194437,SRS000462,SAMN00000224,511145,Escherichia coli str. K-12 substr. MG1655,Escherichia coli str. K-12 substr. MG1655 Sample,,,,,,,no,,,,,NBACC,SRA071585,,public,A5FF4713E5EDD9DB764D362AB2F7E9ED,A8B10E1DBF5F9D31350DB17C3A0DBE85
SRR801665,2013-04-15 00:00:00,2013-04-15 00:00:00,81741,117747619,0,1440,459,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR801/SRR801665/SRR801665.sra,SRX255779,PacBio RS CCS,WGS,unspecified,GENOMIC,SINGLE,0,0,PACBIO_SMRT,PacBio RS,SRP020003,PRJNA194437,0,194437,SRS000462,SAMN00000224,511145,Escherichia coli str. K-12 substr. MG1655,Escherichia coli str. K-12 substr. MG1655 Sample,,,,,,,no,,,,,NBACC,SRA071585,,public,535AC87D0611162C0E5CCBBE3E68C00F,D75115B4FBFA4F00EC640CAB4D3E9400
SRR801666,2013-04-15 00:00:00,2013-04-15 00:00:00,81741,197765238,0,2419,733,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR801/SRR801666/SRR801666.sra,SRX255779,PacBio RS CCS,WGS,unspecified,GENOMIC,SINGLE,0,0,PACBIO_SMRT,PacBio RS,SRP020003,PRJNA194437,0,194437,SRS000462,SAMN00000224,511145,Escherichia coli str. K-12 substr. MG1655,Escherichia coli str. K-12 substr. MG1655 Sample,,,,,,,no,,,,,NBACC,SRA071585,,public,9BF02B7D6D0FE05028805963C4C62F3A,3424DD97761720CA7E54D0DEADF573EF
SRR801667,2013-04-15 00:00:00,2013-04-15 00:00:00,81741,121780095,0,1489,470,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR801/SRR801667/SRR801667.sra,SRX255779,PacBio RS CCS,WGS,unspecified,GENOMIC,SINGLE,0,0,PACBIO_SMRT,PacBio RS,SRP020003,PRJNA194437,0,194437,SRS000462,SAMN00000224,511145,Escherichia coli str. K-12 substr. MG1655,Escherichia coli str. K-12 substr. MG1655 Sample,,,,,,,no,,,,,NBACC,SRA071585,,public,28BDC02966C3007E2375628985071208,52BF5067F5107DDBEFD38E0496341CF4
SRR801668,2013-04-15 00:00:00,2013-04-15 00:00:00,81741,230820093,0,2823,870,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR801/SRR801668/SRR801668.sra,SRX255779,PacBio RS CCS,WGS,unspecified,GENOMIC,SINGLE,0,0,PACBIO_SMRT,PacBio RS,SRP020003,PRJNA194437,0,194437,SRS000462,SAMN00000224,511145,Escherichia coli str. K-12 substr. MG1655,Escherichia coli str. K-12 substr. MG1655 Sample,,,,,,,no,,,,,NBACC,SRA071585,,public,C65BD0D0CFA247F74CDFDE83AC3D7AC3,2F3BB6E3B2015362690808A2348B18C7
SRR801669,2013-04-15 00:00:00,2013-04-15 00:00:00,81741,157879520,0,1931,612,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR801/SRR801669/SRR801669.sra,SRX255779,PacBio RS CCS,WGS,unspecified,GENOMIC,SINGLE,0,0,PACBIO_SMRT,PacBio RS,SRP020003,PRJNA194437,0,194437,SRS000462,SAMN00000224,511145,Escherichia coli str. K-12 substr. MG1655,Escherichia coli str. K-12 substr. MG1655 Sample,,,,,,,no,,,,,NBACC,SRA071585,,public,0CD1E752762E21ACEF7C79D32E263221,B0198D3C836136A170CDF5E0252C550A
SRR801670,2013-04-15 00:00:00,2013-04-15 00:00:00,81741,240556746,0,2942,906,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR801/SRR801670/SRR801670.sra,SRX255779,PacBio RS CCS,WGS,unspecified,GENOMIC,SINGLE,0,0,PACBIO_SMRT,PacBio RS,SRP020003,PRJNA194437,0,194437,SRS000462,SAMN00000224,511145,Escherichia coli str. K-12 substr. MG1655,Escherichia coli str. K-12 substr. MG1655 Sample,,,,,,,no,,,,,NBACC,SRA071585,,public,FD2BCDE5253F105A54D27654581E6039,6882AB5B163475C3FBFCDA6C36086BB1
SRR801671,2013-04-15 00:00:00,2013-04-15 00:00:00,81741,170074096,0,2080,657,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR801/SRR801671/SRR801671.sra,SRX255779,PacBio RS CCS,WGS,unspecified,GENOMIC,SINGLE,0,0,PACBIO_SMRT,PacBio RS,SRP020003,PRJNA194437,0,194437,SRS000462,SAMN00000224,511145,Escherichia coli str. K-12 substr. MG1655,Escherichia coli str. K-12 substr. MG1655 Sample,,,,,,,no,,,,,NBACC,SRA071585,,public,4F4A8A2663D66F318B7BEAD330CEA7A8,177896B9953661AD8C57B842C9E68817
SRR801672,2013-04-15 00:00:00,2013-04-15 00:00:00,81741,247537688,0,3028,930,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR801/SRR801672/SRR801672.sra,SRX255779,PacBio RS CCS,WGS,unspecified,GENOMIC,SINGLE,0,0,PACBIO_SMRT,PacBio RS,SRP020003,PRJNA194437,0,194437,SRS000462,SAMN00000224,511145,Escherichia coli str. K-12 substr. MG1655,Escherichia coli str. K-12 substr. MG1655 Sample,,,,,,,no,,,,,NBACC,SRA071585,,public,671463683F35FC6D8187C34A03D4C5FE,2659418D15F8542B3ABA2612009D439F
SRR801673,2013-04-15 00:00:00,2013-04-15 00:00:00,81741,163081461,0,1995,633,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR801/SRR801673/SRR801673.sra,SRX255779,PacBio RS CCS,WGS,unspecified,GENOMIC,SINGLE,0,0,PACBIO_SMRT,PacBio RS,SRP020003,PRJNA194437,0,194437,SRS000462,SAMN00000224,511145,Escherichia coli str. K-12 substr. MG1655,Escherichia coli str. K-12 substr. MG1655 Sample,,,,,,,no,,,,,NBACC,SRA071585,,public,B60A2DD5F7C0C8DF1A643249EC6F18FA,978C1F8139FA590B724BBA967DACF093
SRR801674,2013-04-15 00:00:00,2013-04-15 00:00:00,81741,256580135,0,3138,960,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR801/SRR801674/SRR801674.sra,SRX255779,PacBio RS CCS,WGS,unspecified,GENOMIC,SINGLE,0,0,PACBIO_SMRT,PacBio RS,SRP020003,PRJNA194437,0,194437,SRS000462,SAMN00000224,511145,Escherichia coli str. K-12 substr. MG1655,Escherichia coli str. K-12 substr. MG1655 Sample,,,,,,,no,,,,,NBACC,SRA071585,,public,834C40753EB90EF07BA25876E7E1A4F2,DF0AAED59E865D73133B95AA78B6BCF1
SRR801675,2013-04-15 00:00:00,2013-04-15 00:00:00,81741,173371072,0,2120,669,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR801/SRR801675/SRR801675.sra,SRX255779,PacBio RS CCS,WGS,unspecified,GENOMIC,SINGLE,0,0,PACBIO_SMRT,PacBio RS,SRP020003,PRJNA194437,0,194437,SRS000462,SAMN00000224,511145,Escherichia coli str. K-12 substr. MG1655,Escherichia coli str. K-12 substr. MG1655 Sample,,,,,,,no,,,,,NBACC,SRA071585,,public,0B8209D938052E0C7BAA9770F2018A80,99F59B4381EF8850AF4AB74A52DA647B
SRR001355,2008-06-02 15:38:49,2008-06-02 15:38:49,256503,69252823,102432,269,162,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR001/SRR001355/SRR001355.sra,SRX000348,Escherichia coli strain K-12 substrain MG1655-G,WGS,RANDOM,GENOMIC,PAIRED,3500,0,LS454,454 GS FLX,SRP000196,PRJNA29959,0,29959,SRS000462,SAMN00000224,511145,Escherichia coli str. K-12 substr. MG1655,Escherichia coli str. K-12 substr. MG1655 Sample,,,,,,,no,,,,,JCVI,SRA001028,,public,27D688ACF0CA2836DF520CE7019CCB8D,613E035F07A9E5532BF5B6EA3FA95A8D
SRR931700,2013-11-08 10:45:14,2013-11-08 10:45:14,12780841,639042050,0,50,418,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR931/SRR931700/SRR931700.sra,SRX320051,,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP026465,PRJNA210243,24164596,210243,SRS456449,SAMN02223093,511145,Escherichia coli str. K-12 substr. MG1655,NZ8_log,,,,,,,no,,,,,Duke University Medical Center,SRA091856,,public,78E9EC520D75D24E7682A0878559A7CD,9C5FE24B6B0D7CF2C8112D193ED1D3F8
SRR931702,2013-11-08 10:45:14,2013-11-08 10:45:14,16000000,800000000,0,50,515,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR931/SRR931702/SRR931702.sra,SRX320052,,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP026465,PRJNA210243,24164596,210243,SRS456450,SAMN02223094,511145,Escherichia coli str. K-12 substr. MG1655,NZ8_rzpR_log,,,,,,,no,,,,,Duke University Medical Center,SRA091856,,public,F1F4F3C9E467DC6B1331DFE4E359D7B2,89D07153A849DDDE007EAEE8833B9631
SRR931703,2013-11-08 10:45:14,2013-11-08 10:45:14,501682,25084100,0,50,16,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR931/SRR931703/SRR931703.sra,SRX320052,,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP026465,PRJNA210243,24164596,210243,SRS456450,SAMN02223094,511145,Escherichia coli str. K-12 substr. MG1655,NZ8_rzpR_log,,,,,,,no,,,,,Duke University Medical Center,SRA091856,,public,E08A7D2F76B35E61A6054F1B4591CD36,C6691DC5B09DCC13EA1BDA92FF90CE70
SRR922404,2013-06-28 16:20:45,2013-06-28 16:20:45,2019892,200293293,0,99,109,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR922/SRR922404/SRR922404.sra,SRX316154,Single e coli 1 Read 1,WGA,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP026350,PRJNA209527,0,209527,SRS453608,SAMN02213681,511145,Escherichia coli str. K-12 substr. MG1655,Single E coli Cell 1,,,,,,,no,,,,,UCSD,SRA091641,,public,F6881074AB7971DCBD4470409B85C720,EFBA619EACBC136DB3553B8421335016
SRR922405,2013-06-28 16:20:45,2013-06-28 16:20:45,2019892,200373356,0,99,122,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR922/SRR922405/SRR922405.sra,SRX316161,Single e coli 1 Read 2,WGA,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP026350,PRJNA209527,0,209527,SRS453608,SAMN02213681,511145,Escherichia coli str. K-12 substr. MG1655,Single E coli Cell 1,,,,,,,no,,,,,UCSD,SRA091641,,public,3679A499F1E9A0EC253D496683FF5814,DD66377E1E3664A80AB748DE62C4E7F5
SRR922406,2013-06-28 16:20:45,2013-06-28 16:20:45,3884950,386861851,0,99,211,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR922/SRR922406/SRR922406.sra,SRX316162,"Single e coli 2, Read 1",WGA,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP026350,PRJNA209527,0,209527,SRS453610,SAMN02213682,511145,Escherichia coli str. K-12 substr. MG1655,Single E coli cell 2,,,,,,,no,,,,,UCSD,SRA091641,,public,F9151155437617494F1F0C31EE2D2227,9ABDF02A4613223F0165AA0755C74CE0
SRR922407,2013-06-28 16:20:45,2013-06-28 16:20:45,3884950,386792116,0,99,232,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR922/SRR922407/SRR922407.sra,SRX316163,"Single e coli 2, Read 2",WGA,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP026350,PRJNA209527,0,209527,SRS453610,SAMN02213682,511145,Escherichia coli str. K-12 substr. MG1655,Single E coli cell 2,,,,,,,no,,,,,UCSD,SRA091641,,public,F35EF994592A98EB8A91A2A11698662D,70C83AF5163A9F8081126DB35A172F29
SRR923895,2013-06-28 16:20:45,2013-06-28 16:20:45,3225878,258070240,0,80,144,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR923/SRR923895/SRR923895.sra,SRX316635,"Single E coli, 10 hour in tube MDA",WGA,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer IIx,SRP026350,PRJNA209527,0,209527,SRS453945,SAMN02214198,511145,Escherichia coli str. K-12 substr. MG1655,"Single E coli, 10 hour in tube MDA",,,,,,,no,,,,,UCSD,SRA091641,,public,BE89524CCB6632F4AE8E1B91067E8462,B1DFB70E6CA8DD2A4CFF6DBAD146890D
SRR923888,2013-06-28 16:20:45,2013-06-28 16:20:45,6697529,535802320,0,80,302,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR923/SRR923888/SRR923888.sra,SRX316634,"Single E coli, 3 hour in tube MDA",WGA,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer IIx,SRP026350,PRJNA209527,0,209527,SRS453944,SAMN02214197,511145,Escherichia coli str. K-12 substr. MG1655,"Single E coli, 3 hour in tube MDA",,,,,,,no,,,,,UCSD,SRA091641,,public,82FCE4EE3A0B8BA6D0C8415BEA218891,6065B21EA0365C5E7126F4DDA93F6DC9
SRR922408,2013-06-28 16:20:45,2013-06-28 16:20:45,8482573,856739873,8482573,101,569,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR922/SRR922408/SRR922408.sra,SRX316164,"Single e coli 3, Read 1",WGA,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP026350,PRJNA209527,0,209527,SRS453616,SAMN02213683,511145,Escherichia coli str. K-12 substr. MG1655,Single E. coli cell 3,,,,,,,no,,,,,UCSD,SRA091641,,public,6084DD933891015AE884575BDB1B46E6,E871ADADA203C9558FCB9397716272FA
SRR922409,2013-06-28 16:20:45,2013-06-28 16:20:45,8482573,822809581,0,97,527,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR922/SRR922409/SRR922409.sra,SRX316165,"Single e coli 3, Read 2",WGA,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP026350,PRJNA209527,0,209527,SRS453616,SAMN02213683,511145,Escherichia coli str. K-12 substr. MG1655,Single E. coli cell 3,,,,,,,no,,,,,UCSD,SRA091641,,public,8D23A56D68E6068AD76E2EDB83F4AEDF,7E1E1579D86DBFE92E7D644AB2EDDCFE
SRR396530,2012-01-05 09:07:31,2012-01-05 09:07:31,4101583,307618725,0,75,171,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR396/SRR396530/SRR396530.sra,SRX114507,STANDARD LIBRARY,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer IIx,SRP008335,,22179135,0,SRS265141,SAMN00723046,511145,Escherichia coli str. K-12 substr. MG1655,TMP-1a_sample,,,,,,,no,,,,,pcpgm,SRA046097,,public,AE360EB4189F43FD0D679A279F789F9C,81F5B3B7DD85ECDD4561F8466F5C9525
SRR396531,2012-01-05 09:09:29,2012-01-05 09:09:29,3978507,298388025,0,75,167,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR396/SRR396531/SRR396531.sra,SRX114508,STANDARD LIBRARY,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer IIx,SRP008335,,22179135,0,SRS265142,SAMN00723047,511145,Escherichia coli str. K-12 substr. MG1655,TMP-1b_sample,,,,,,,no,,,,,pcpgm,SRA046097,,public,180066FC5D64679662428827F068E6BF,FDD4F1999538DDC82EC6364435672D89
SRR396532,2012-01-05 09:10:37,2012-01-05 09:10:37,4341061,325579575,0,75,181,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR396/SRR396532/SRR396532.sra,SRX114509,STANDARD LIBRARY,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer IIx,SRP008335,,22179135,0,SRS265143,SAMN00723048,511145,Escherichia coli str. K-12 substr. MG1655,TMP-1c_sample,,,,,,,no,,,,,pcpgm,SRA046097,,public,C080CBD44E87FD526A82964783F2B618,08B2103BB811F48EB95C4EB8AECB3783
SRR396533,2012-01-05 09:10:37,2012-01-05 09:10:37,3176974,238273050,0,75,135,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR396/SRR396533/SRR396533.sra,SRX114510,STANDARD LIBRARY,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer IIx,SRP008335,,22179135,0,SRS265144,SAMN00723049,511145,Escherichia coli str. K-12 substr. MG1655,TMP-2_sample,,,,,,,no,,,,,pcpgm,SRA046097,,public,49ED15853AF8E6518535E9C8DCBAEB25,F02C74F7095B5EE8A0E44C9357A3DC77
SRR396534,2012-01-05 09:14:11,2012-01-05 09:14:11,4142920,310719000,0,75,175,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR396/SRR396534/SRR396534.sra,SRX114511,STANDARD LIBRARY,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer IIx,SRP008335,,22179135,0,SRS265145,SAMN00723050,511145,Escherichia coli str. K-12 substr. MG1655,TMP-3_sample,,,,,,,no,,,,,pcpgm,SRA046097,,public,316FEC5C67E54A66059342E566D9923D,DEC57AA295012132556EF4D8E8C6B034
SRR396535,2012-01-05 09:16:27,2012-01-05 09:16:27,3772338,282925350,0,75,158,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR396/SRR396535/SRR396535.sra,SRX114512,STANDARD LIBRARY,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer IIx,SRP008335,,22179135,0,SRS265146,SAMN00723051,511145,Escherichia coli str. K-12 substr. MG1655,TMP-4_sample,,,,,,,no,,,,,pcpgm,SRA046097,,public,7351F43FAEE0F26587CE314242C67169,9A5C431789FFE4831DCF70ACAC436D47
SRR396536,2012-01-05 09:18:28,2012-01-05 09:18:28,3454048,259053600,0,75,146,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR396/SRR396536/SRR396536.sra,SRX114513,STANDARD LIBRARY,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer IIx,SRP008335,,22179135,0,SRS265147,SAMN00723052,511145,Escherichia coli str. K-12 substr. MG1655,TMP-5_sample,,,,,,,no,,,,,pcpgm,SRA046097,,public,6F6489D38DE2425F6B13FA491235E04D,EC54B55C6649ADA5162516631D72DD40
SRR811719,2013-04-15 00:00:00,2013-04-15 00:00:00,81741,258565857,0,3163,981,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR811/SRR811719/SRR811719.sra,SRX260475,HGAP E. Coli,WGA,unspecified,GENOMIC,SINGLE,0,0,PACBIO_SMRT,PacBio RS,SRP020547,PRJNA196342,0,196342,SRS193206,SAMN00618964,511145,Escherichia coli str. K-12 substr. MG1655,wt,,,,,,,no,,,,,"Pacific Biosciences, CA",SRA072613,,public,7A17CC16CE323EE34B18249B9C7DDB0B,1C6B1F8FABEEF37EFC9E928FD9563142
SRR811720,2013-04-15 00:00:00,2013-04-15 00:00:00,81741,247670663,0,3029,943,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR811/SRR811720/SRR811720.sra,SRX260475,HGAP E. Coli,WGA,unspecified,GENOMIC,SINGLE,0,0,PACBIO_SMRT,PacBio RS,SRP020547,PRJNA196342,0,196342,SRS193206,SAMN00618964,511145,Escherichia coli str. K-12 substr. MG1655,wt,,,,,,,no,,,,,"Pacific Biosciences, CA",SRA072613,,public,F1D85448ED3852C9E816DC81D7438EDD,11A99414EB9C810246A799603E1964FF
SRR811743,2013-04-15 00:00:00,2013-04-15 00:00:00,81741,212625950,0,2601,811,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR811/SRR811743/SRR811743.sra,SRX260475,HGAP E. Coli,WGA,unspecified,GENOMIC,SINGLE,0,0,PACBIO_SMRT,PacBio RS,SRP020547,PRJNA196342,0,196342,SRS193206,SAMN00618964,511145,Escherichia coli str. K-12 substr. MG1655,wt,,,,,,,no,,,,,"Pacific Biosciences, CA",SRA072613,,public,E0FD426C98914BA18595BBCFC7032C07,2FF174EA294EA21210D9C0D9ABC925CD
SRR811744,2013-04-15 00:00:00,2013-04-15 00:00:00,81741,205717130,0,2516,786,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR811/SRR811744/SRR811744.sra,SRX260475,HGAP E. Coli,WGA,unspecified,GENOMIC,SINGLE,0,0,PACBIO_SMRT,PacBio RS,SRP020547,PRJNA196342,0,196342,SRS193206,SAMN00618964,511145,Escherichia coli str. K-12 substr. MG1655,wt,,,,,,,no,,,,,"Pacific Biosciences, CA",SRA072613,,public,7F329947C5DE90A71B21E374A20090DA,D74FE86EDDB514A4FE08541955BAEA73
